Genbank accession,Year,Country,Host,Isolate,Strain,Serotype,Topotype,Lineage,pool,Reference Title,Isolation source
OM562565,2016,KEN,cow,,37/Kenya/12Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562564,2016,KEN,cow,,36/Kenya/12Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562563,2016,KEN,cow,,36/Kenya/12Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562562,2016,KEN,cow,,35/Kenya/12Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562561,2016,KEN,cow,,34/Kenya/12Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562560,2016,KEN,cow,,32/Kenya/11Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562559,2016,KEN,cow,,31/Kenya/11Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562558,2016,KEN,cow,,28/Kenya/11Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562557,2016,KEN,cow,,27/Kenya/11Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562556,2016,KEN,cow,,26/Kenya/11Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562555,2016,KEN,cow,,25/Kenya/11Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562554,2016,KEN,cow,,23/Kenya/10Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562553,2016,KEN,cow,,20/Kenya/10Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562552,2016,KEN,cow,,19/Kenya/10Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562551,2016,KEN,cow,,18/Kenya/10Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562550,2016,KEN,cow,,14/Kenya/10Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562549,2016,KEN,cow,,13/Kenya/10Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562548,2016,KEN,cow,,12/Kenya/10Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562547,2016,KEN,cow,,10/Kenya/8Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562546,2016,KEN,cow,,8/Kenya/8Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562545,2016,KEN,cow,,7/Kenya/8Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562544,2016,KEN,cow,,6/Kenya/8Jan2016/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562543,2016,KEN,cow,,6/Kenya/8Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562542,2016,KEN,cow,,5/Kenya/8Jan2016/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562541,2016,KEN,cow,,36/Kenya/12Jan2016/5/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562540,2016,KEN,cow,,36/Kenya/12Jan2016/4/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562539,2016,KEN,cow,,36/Kenya/12Jan2016/3/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562538,2016,KEN,cow,,36/Kenya/12Jan2016/20/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562537,2016,KEN,cow,,36/Kenya/12Jan2016/2/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562536,2016,KEN,cow,,36/Kenya/12Jan2016/15/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562535,2016,KEN,cow,,36/Kenya/12Jan2016/1/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562534,2016,KEN,cow,,51/Kenya/12Jan2016/9/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562533,2016,KEN,cow,,51/Kenya/12Jan2016/10/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562532,2016,KEN,cow,,51/Kenya/12Jan2016/20/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562531,2016,KEN,cow,,51/Kenya/12Jan2016/16/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562530,2016,KEN,cow,,51/Kenya/12Jan2016/15/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562529,2016,KEN,cow,,51/Kenya/12Jan2016/14/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562528,2016,KEN,cow,,51/Kenya/12Jan2016/5/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562527,2016,KEN,cow,,51/Kenya/12Jan2016/3/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562526,2016,KEN,cow,,51/Kenya/12Jan2016/23/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562525,2016,KEN,cow,,6/Kenya/8Jan2016/8/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562524,2016,KEN,cow,,6/Kenya/8Jan2016/6/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562523,2016,KEN,cow,,6/Kenya/8Jan2016/4/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562522,2016,KEN,cow,,6/Kenya/8Jan2016/23/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562521,2016,KEN,cow,,6/Kenya/8Jan2016/21/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562520,2016,KEN,cow,,6/Kenya/8Jan2016/2/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562519,2016,KEN,cow,,6/Kenya/8Jan2016/18/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562518,2016,KEN,cow,,6/Kenya/8Jan2016/17/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562517,2016,KEN,cow,,6/Kenya/8Jan2016/16/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562516,2016,KEN,cow,,6/Kenya/8Jan2016/14/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562515,2016,KEN,cow,,6/Kenya/8Jan2016/13/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562514,2016,KEN,cow,,6/Kenya/8Jan2016/11/SAT1,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562513,2016,KEN,cow,,36/Kenya/12Jan2016/17/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562512,2016,KEN,cow,,36/Kenya/12Jan2016/12/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562511,2016,KEN,cow,,36/Kenya/12Jan2016/10/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562510,2016,KEN,cow,,36/Kenya/12Jan2016/13/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562509,2016,KEN,cow,,36/Kenya/12Jan2016/9/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562508,2016,KEN,cow,,36/Kenya/12Jan2016/8/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562507,2016,KEN,cow,,36/Kenya/12Jan2016/6/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562506,2016,KEN,cow,,36/Kenya/12Jan2016/21/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562505,2016,KEN,cow,,36/Kenya/12Jan2016/18/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562504,2016,KEN,cow,,36/Kenya/12Jan2016/16/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562503,2016,KEN,cow,,36/Kenya/12Jan2016/14/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562502,2016,KEN,cow,,36/Kenya/12Jan2016/11/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562501,2016,KEN,cow,,51/Kenya/12Jan2016/8/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562500,2016,KEN,cow,,51/Kenya/12Jan2016/7/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562499,2016,KEN,cow,,51/Kenya/12Jan2016/6/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562498,2016,KEN,cow,,51/Kenya/12Jan2016/22/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562497,2016,KEN,cow,,51/Kenya/12Jan2016/21/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562496,2016,KEN,cow,,51/Kenya/12Jan2016/18/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562495,2016,KEN,cow,,51/Kenya/12Jan2016/17/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562494,2016,KEN,cow,,51/Kenya/12Jan2016/13/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562493,2016,KEN,cow,,51/Kenya/12Jan2016/1/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562492,2016,KEN,cow,,61/Kenya/13Jan2016/7/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562491,2016,KEN,cow,,61/Kenya/13Jan2016/6/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562490,2016,KEN,cow,,61/Kenya/13Jan2016/5/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562489,2016,KEN,cow,,61/Kenya/13Jan2016/4/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562488,2016,KEN,cow,,61/Kenya/13Jan2016/23/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562487,2016,KEN,cow,,61/Kenya/13Jan2016/22/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562486,2016,KEN,cow,,61/Kenya/13Jan2016/21/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562485,2016,KEN,cow,,61/Kenya/13Jan2016/20/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562484,2016,KEN,cow,,61/Kenya/13Jan2016/2/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562483,2016,KEN,cow,,61/Kenya/13Jan2016/19/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562482,2016,KEN,cow,,61/Kenya/13Jan2016/17/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562481,2016,KEN,cow,,61/Kenya/13Jan2016/13/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562480,2016,KEN,cow,,61/Kenya/13Jan2016/12/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562479,2016,KEN,cow,,61/Kenya/13Jan2016/11/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562478,2016,KEN,cow,,61/Kenya/13Jan2016/10/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562477,2016,KEN,cow,,61/Kenya/13Jan2016/1/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562476,2016,KEN,cow,,6/Kenya/8Jan2016/7/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562475,2016,KEN,cow,,6/Kenya/8Jan2016/5/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562474,2016,KEN,cow,,6/Kenya/8Jan2016/19/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562473,2016,KEN,cow,,59/Kenya/12Jan2016/4/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562472,2016,KEN,cow,,59/Kenya/12Jan2016/9/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
OM562471,2016,KEN,cow,,59/Kenya/12Jan2016/7/SAT2,SAT2,IV,,Pool4,Viral population diversity during co-infection of foot-and-mouth disease virus serotypes SAT1 and SAT2 in African buffalo in Kenya,Not found
